Normalized Temperature,Normalized Voltage
0.17931650744105385,-1.1833633144143751
0.7547878817771132,-0.33876665797949107
0.365921743392221,-1.263248956271468
0.16572206438798462,0.6151502135050959
-0.25359034984654044,-0.9406796690029645
0.5151050692057099,0.6661425804046283
-0.20540004074900417,-0.8208403725080198
1.3655665445324603,-0.6209992031530946
1.6142234002696028,0.33310643776093823
-0.3926825923350649,-0.6917731189276848
1.0195143122673684,1.3435429432198451
0.11042084648864277,0.48593391201418523
0.24583410641821785,0.7163717986770493
1.482557884966126,-0.9321918384457599
-1.4732503930696825,-1.6697394628692388
-1.4175860697145677,-0.5200511072736247
-1.6490217378243788,0.059257214869532324
1.1609638633584425,-0.3437806278045151
0.9725834610672197,1.493728793539441
1.2902987290503731,1.0026462306005055
1.6659527139252837,0.9952076093354938
1.0452258634362843,0.5538315750575905
-0.12276035513514347,-1.6433776438784824
0.9807893561345802,-0.0901983709473633
-1.309859334020956,-0.6015178147953436
0.49444496105277225,0.43070276964696885
-1.223114978769092,-1.9244271320186683
1.548526291119926,0.023773237773987547
0.08604762685516201,-0.28708566032833027
-0.28469542153403643,0.6471423308133628
-0.8038926989248136,-0.13585530224025447
0.9590141273379857,1.2076474610776629
-0.1411927418638829,1.8225313480014549
0.24718094552439945,0.09996333088872172
-1.6539630596553552,-1.4439919136794104
0.4173623777956787,-0.11348419341683168
0.3982010552706216,-0.44432027816349695
0.41493598445410357,-0.12640148156579434
1.5453412364523362,-0.24774570195675938
0.6393688376960979,0.2996369876491894
-0.4754657075411747,-0.7014368151576816
-0.20732060044347456,-0.8428397237819544
0.6940565693835555,0.5472475205792859
-1.5106427348348452,-1.2344159319215253
0.5873005487692402,-0.7602779153057245
0.6006903420912494,1.6735844280633565
-0.9912698801487541,0.3404414986373061
-1.2730159650021018,-3.603410978404164
-0.6279308466796235,-1.198845536225113
-0.46092855322223764,0.5236458033132415
0.2532783043884604,-0.8059306723321316
-0.20189170803635087,0.551320337566508
1.6996956409826063,0.8935448376816206
-1.3659953550838355,-0.07386707172689788
-0.9964782538155573,-0.7735770705277836
-1.161006831120573,-0.3775266280327713
0.5400580441315425,1.184199828552098
-0.8428533688774935,-0.4062692032063694
-0.10604916602967202,0.1644682235156474
-0.8735196878633239,0.6888178995181964
-1.1691003439225987,-0.6990832606260328
-1.3371818804434843,-1.2388425410229644
0.5511999561484925,1.6212759584393535
-1.240998464719215,-0.6252231418778569
-1.039002884170746,-1.7261160954896144
-0.4435844297720185,0.2971124638429819
1.1207489883313306,-0.11169267807174425
-1.3830943670006148,-1.2160380368545571
1.1793825250215852,0.21139147591562207
-1.386563150030138,-0.7824446462925411
1.6584854526158925,1.3635621984794906
-0.09795394264013504,-0.23358052369180968
1.659528725970665,0.17419899842326042
0.37312359385110544,0.2646551751691587
0.8380572950950134,1.1681165323888132
-1.583409193170944,-1.085244164915525
-0.7407637715363762,0.13561759228295095
-1.303210930508866,-0.955887792221864
-0.6946459337334256,0.25518061445856033
-1.3082914551775515,-1.300199840659127
-0.6190940440984244,-0.8070869884413452
-0.2860753194224697,0.06701096189382402
-1.4970769872417176,0.3686015278635846
0.6762120285164434,0.448893135025994
0.24084259688326135,1.087625919393167
-0.8010084259777009,0.5650118301392931
0.0908891076014202,-1.3616079009430286
-1.3940270213634212,-0.6372995114677019
0.2731658179902823,0.1544352336681203
1.4953541550142933,1.4377173772642744
-0.6170679351340177,0.004056698224596318
0.5895268963857124,1.879379034448283
-1.2630836149086067,-2.005991724197543
0.7587235070650774,-1.1454861128634652
-0.717938281299435,0.8083204918652112
-1.0853205222720161,-0.9342247021456439
0.30971368755453044,0.5954590195554629
-1.6494051571610384,-0.8728750482871024
1.14823588148692,1.3349582319950564
-1.7027134013438863,-0.8576422977722045
0.6255203709557332,1.1933922188582295
-0.7850337269422805,-0.7599863448390097
0.8239812525491007,0.862964116103769
1.6091242906968892,1.788952739529106
-0.8585512784848311,-1.6019925829786377
0.27389508080340164,-1.9823821463125753
0.3288377308249093,0.3529038045101774
0.2603867368266914,3.0293518592131417
-0.9473455268205364,0.20952921317223475
1.5764742338057507,1.3004274223918053
-0.17240882317858633,0.11268194758920538
1.208657531558594,-1.2130932214978682
0.7004488234698982,1.0949602586393787
-0.690160641145049,0.4418304670075405
1.0958610478304358,1.2801105548357143
-0.34749523347971106,0.6309157917651024
1.3286611515736384,-0.3571384472592038
0.29158902850428764,-0.14686677629459624
1.3308477230420765,-0.8837818624901068
0.6764177295683694,0.19455338753441986
0.7896010421053213,0.0245189237258259
0.015058123429791409,-0.46573537537728
1.5880082398279316,0.7810715100242795
0.5085196913972639,1.0322596255175136
-0.2528977151594392,0.0416469047888586
0.3784768572420696,-0.3630498509176477
-1.6525677615336491,-0.4064079649512364
-0.675848328680235,-1.0111664382963295
0.5644956471321572,0.5269474107828167
-0.7156156052196506,1.0411083124563525
0.418676510402712,-0.7723703559679873
-0.2359020629600227,-0.13083225535294696
-1.2503681351419862,-2.042462980153764
-0.6872366041844393,-0.14748210723924235
0.25247633331036756,2.354986506462289
0.32479373147029095,0.19359799185383603
0.26755814716186976,-0.5545476876092339
0.5403779695939734,0.3566974234529932
0.536581694614943,1.1890837122986413
-0.22673699342923648,1.2857401199842615
1.3820777576044725,-0.236861646391827
-0.44760812763737956,1.2918485920033593
-0.2113571926769651,-0.8982362365520725
1.3660865992818143,-0.26840390804960446
1.0695604365894507,1.990948688403523
0.7157000181179152,0.24814416644726503
-1.3722833038440765,-1.449700704553263
1.4614103094846425,1.534864090897418
0.751508648180642,-1.512768768032031
1.735920899783649,-0.021864984904638153
-1.2020331469378012,0.019091056311253976
1.2837749984197244,-0.6254413692604583
-1.1569135541431406,-0.8159361538283795
0.410182009926783,-0.32398928969626944
-1.2906780101790747,-1.0313233989808908
1.2141901801405877,1.1632817338084653
1.0734515529912108,-0.01190461862505326
0.24948728014441426,-1.3514019620774842
-0.3105630249629221,-0.25757139893418257
-1.479715225705154,-0.8852537934122331
0.6933564166375634,-0.25736344236828274
-0.15021224530411775,-0.9911681686354034
0.7785372438498718,1.3512915182184404
1.277743669636426,-0.2662488136327499
1.6552411771038869,0.6445104896686858
1.241152411114418,0.001787948140423677
-1.678436995331706,0.3119944779646355
-0.47383947483918143,-1.834940290951646
0.8059831964608413,-0.02511097552656129
-1.125310810000385,-1.138935945186415
0.08324001369584853,0.8249459169517985
-1.531006735059966,-1.3786737910284628
-1.0271937601220769,-0.5291205558054214
-1.654890055704685,-2.4485287507609192
