Normalized Temperature,Normalized Voltage,Predicted Voltage (Before Denormalization),Predicted Temperature (Before Denormalization)
0.17931650744103103,-1.183363314414449,0.2605628,0.28277317
0.7547878817770907,-0.33876665797956507,0.42773423,0.56146526
0.3659217433921983,-1.2632489562715417,-0.003872673,0.30455843
0.16572206438796178,0.6151502135050219,-0.12024511,-0.048317734
-0.25359034984656353,-0.9406796690030385,-0.62932616,-0.5087412
0.5151050692056873,0.6661425804045542,0.87190205,0.8323046
-0.20540004074902724,-0.8208403725080937,-0.41536555,-0.23333324
1.365566544532438,-0.6209992031531686,0.96292675,1.318915
1.6142234002695808,0.3331064377608641,1.1341906,1.4476187
-0.3926825923350881,-0.6917731189277587,-0.28490224,-0.18139124
1.0195143122673462,1.343542943219771,1.1787584,1.180872
0.1104208464886199,0.4859339120141111,-0.0046058153,-0.1595143
0.24583410641819506,0.7163717986769751,0.33343107,0.43263748
1.4825578849661039,-0.9321918384458338,0.9924367,1.308304
-1.4732503930697065,-1.6697394628693125,-1.1362343,-1.1980025
-1.4175860697145914,-0.5200511072736986,-1.2205688,-1.4150572
-1.6490217378244028,0.05925721486945829,-1.3459429,-1.5337676
1.1609638633584203,-0.34378062780458907,0.6677941,0.91253865
0.9725834610671974,1.4937287935393668,1.0609165,1.1953106
1.2902987290503511,1.0026462306004313,1.1699066,1.1654285
1.6659527139252617,0.9952076093354196,1.5420245,1.5511619
1.0452258634362621,0.5538315750575165,1.1107464,1.3182763
-0.12276035513516648,-1.6433776438785561,-0.5283013,-0.2990523
0.9807893561345579,-0.0901983709474373,0.8712692,1.2129879
-1.3098593340209794,-0.6015178147954174,-1.264678,-1.3291551
0.49444496105274965,0.43070276964689475,0.7324164,0.7086713
-1.2231149787691158,-1.924427132018742,-1.1366992,-1.0433804
1.548526291119904,0.023773237773913523,1.0303116,1.5308446
0.08604762685513913,-0.28708566032840427,-0.1716404,-0.09905331
-0.2846954215340596,0.6471423308132886,-0.32590452,-0.51174843
-0.8038926989248371,-0.13585530224032846,-0.45211694,-0.5612381
0.9590141273379633,1.2076474610775887,1.0216979,0.9665941
-0.1411927418639059,1.8225313480013805,0.0953944,-0.043914717
0.2471809455243767,0.09996333088864769,0.4494405,0.41942945
-1.6539630596553792,-1.443991913679484,-1.5322955,-1.6009164
0.41736237779565605,-0.11348419341690567,0.41571015,0.69390804
0.3982010552705989,-0.4443202781635709,0.13788386,0.1287521
0.41493598445408086,-0.12640148156586833,0.3590019,0.36278287
1.5453412364523142,-0.24774570195683335,1.2822406,1.5853294
0.6393688376960753,0.29963698764911534,0.802476,0.8516544
-0.4754657075411979,-0.7014368151577556,-0.42843503,-0.23841776
-0.20732060044349762,-0.8428397237820283,-0.28670236,-0.309224
0.694056569383533,0.5472475205792118,0.5832817,0.85514385
-1.5106427348348692,-1.2344159319215993,-1.2778339,-1.2556772
0.5873005487692177,-0.7602779153057984,0.30810106,0.6308412
0.6006903420912268,1.6735844280632823,0.62161005,0.4613497
-0.9912698801487776,0.340441498637232,-1.0175887,-1.2012068
-1.2730159650021253,-3.603410978404238,-1.1117067,-1.1462237
-0.6279308466796468,-1.1988455362251866,-0.9899868,-0.8127659
-0.4609285532222609,0.5236458033131673,-0.46318758,-0.5141612
0.25327830438843757,-0.8059306723322054,-0.060848348,0.1914831
-0.20189170803637393,0.551320337566434,-0.062106643,-0.26767597
1.6996956409825843,0.8935448376815465,1.6821289,1.6855104
-1.3659953550838593,-0.07386707172697189,-1.1477885,-1.3899525
-0.996478253815581,-0.7735770705278575,-0.7423339,-0.76192063
-1.1610068311205965,-0.3775266280328453,-0.77270323,-0.9449266
0.5400580441315199,1.1841998285520239,0.48183265,0.41199833
-0.8428533688775169,-0.40626920320644333,-0.81448793,-0.95557946
-0.10604916602969501,0.16446822351557336,0.03639525,-0.13447842
-0.8735196878633473,0.6888178995181222,-0.6527281,-0.7872896
-1.1691003439226222,-0.6990832606261067,-0.9210347,-1.0449665
-1.337181880443508,-1.2388425410230381,-1.023532,-1.0655494
0.5511999561484698,1.621275958439279,0.9569915,0.7875427
-1.2409984647192387,-0.6252231418779308,-1.0121025,-1.2125759
-1.0390028841707695,-1.7261160954896881,-1.2157781,-1.276704
-0.4435844297720417,0.2971124638429078,-0.3658919,-0.42739773
1.1207489883313084,-0.11169267807181825,0.73089564,1.0575945
-1.3830943670006386,-1.216038036854631,-1.2692553,-1.3554168
1.179382525021563,0.21139147591554802,0.6641779,0.93777704
-1.3865631500301618,-0.7824446462926149,-0.95295805,-1.1386615
1.6584854526158705,1.3635621984794164,1.3510734,1.4230733
-0.09795394264015805,-0.23358052369188365,-0.29758233,-0.19896561
1.659528725970643,0.1741989984231864,1.0381988,1.4348688
0.37312359385108274,0.26465517516908466,0.35871252,0.44120255
0.8380572950949909,1.168116532388739,0.8253494,0.7330776
-1.5834091931709677,-1.0852441649155988,-1.4915103,-1.5626184
-0.7407637715363996,0.1356175922828769,-0.5338633,-0.56756026
-1.3032109305088897,-0.9558877922219379,-1.0447717,-1.080075
-0.694645933733449,0.2551806144584862,-0.63202333,-0.87503797
-1.3082914551775753,-1.300199840659201,-1.4406006,-1.4360749
-0.6190940440984477,-0.807086988441419,-0.72430634,-0.6106262
-0.28607531942249287,0.06701096189375,-0.18622823,-0.4988297
-1.4970769872417415,0.3686015278635105,-1.2776558,-1.4962336
0.6762120285164208,0.4488931350259199,0.47101575,0.5642542
0.24084259688323856,1.0876259193930928,0.6000629,0.47213072
-0.8010084259777244,0.565011830139219,-0.5552555,-0.97021645
0.09088910760139732,-1.3616079009431024,0.005015289,0.25781035
-1.394027021363445,-0.6372995114677759,-1.2306015,-1.4828783
0.27316581799025946,0.15443523366804623,0.26308686,0.29521734
1.4953541550142713,1.4377173772642002,1.5171217,1.5223857
-0.617067935134041,0.0040566982245222975,-0.5129284,-0.60109806
0.5895268963856899,1.8793790344482086,0.8905258,0.74136794
-1.2630836149086304,-2.005991724197617,-1.4374479,-1.4274282
0.758723507065055,-1.145486112863539,0.36374643,0.8440961
-0.7179382812994584,0.8083204918651371,-0.25660083,-0.4683931
-1.0853205222720397,-0.9342247021457177,-1.0903156,-1.2510233
0.3097136875545077,0.5954590195553887,0.42963627,0.3233948
